Date,Merchant,Amount,Type,Fraudulent
2023-12-26,PhonePe,"3,353",Transfer,False
2024-09-24,PhonePe,"4,262",POS,False
2024-11-29,BigBasket,50,Online,False
2023-12-11,Subscription - Spotify,"15,292",ATM,False
2024-05-02,BigBasket,"23,893",Transfer,False
2024-10-04,Myntra,466,ATM,False
2023-04-19,Utility - Electricity,"1,204",Transfer,False
2024-10-18,PhonePe,"44,895",UPI,False
2024-08-28,Utility - Electricity,"30,922",Online,False
2024-07-19,BigBasket,"2,053",UPI,False
2023-02-16,Subscription - Netflix,"25,145",Transfer,False
2024-11-24,Designer Boutique,"4,390",UPI,False
2023-10-19,Utility - Electricity,"28,710",Contactless,False
2024-11-24,Corner Grocery,"27,035",UPI,False
2024-10-29,Luxury Outlet,"3,328",Contactless,False
2023-05-02,Local Electronics Store,267,POS,False
2023-03-21,Paytm Mall,"3,366",ATM,False
2023-03-12,SBI ATM,"4,833",Online,False
2024-01-11,IRCTC,"29,733",Transfer,False
2023-07-15,Pharmacy Plus,"1,466",UPI,False
2023-10-23,Paytm Mall,"9,091",POS,False
2023-08-01,Uber,"2,197",Online,False
2024-05-12,Hotel Taj,"2,964",ATM,False
2023-09-04,Jewellery House,"1,045",POS,False
2024-02-10,Subscription - Spotify,"1,089",Transfer,False
2023-04-10,Axis Bank ATM,"1,037",UPI,False
2023-12-10,Cinemaplex,"1,324",Online,False
2023-11-16,Local POS Stall,"21,104",POS,False
2024-03-06,Flipkart,"4,294",Online,False
2023-03-26,Recharge Portal,326,POS,False
2024-01-03,Amazon India,283,Transfer,False
2023-06-23,Ola Cabs,"3,262",ATM,False
2024-07-17,Myntra,"4,296",Contactless,False
2023-10-06,Local POS Stall,"8,613",POS,False
2024-12-23,Subscription - Netflix,"4,201",Contactless,False
2023-03-31,Corner Grocery,"3,646",UPI,False
2023-03-16,Suspicious Store,110,Transfer,False
2024-09-12,Cinemaplex,"1,072",Transfer,False
2023-07-26,Zomato,"23,437",Online,False
2023-01-24,Flipkart,"17,318",Online,False
2023-12-02,Suspicious Store,"2,579",Transfer,False
2024-09-25,Flipkart,"4,181",Contactless,False
2024-01-26,Hotel Taj,"3,709",ATM,False
2024-10-15,Pharmacy Plus,"3,283",Contactless,False
2024-07-18,Zomato,"2,526",ATM,False
2023-10-17,IRCTC,"50,222",Online,False
2023-09-06,Amazon India,"3,866",Transfer,False
2024-04-20,Subscription - Netflix,"1,019",Contactless,False
2024-01-31,Amazon India,"1,728",UPI,False
2024-06-27,Swiggy,"4,914",Online,False
2024-05-02,Subscription - Spotify,"12,610",POS,False
2024-12-18,Hotel Taj,"4,573",POS,False
2024-03-22,Local Electronics Store,"4,146",Transfer,False
2024-02-28,Utility - Electricity,"3,673",Online,False
2024-05-04,SBI ATM,72,Online,False
2024-08-15,Luxury Outlet,"4,600",POS,False
2024-05-04,Ola Cabs,"1,945",POS,False
2023-09-15,Gold Loan,"3,715",Transfer,False
2024-07-13,Hotel Taj,"1,177",Contactless,False
2023-11-30,Paytm Mall,"224,597",Contactless,False
2024-09-15,Utility - Water,"119,381",Online,False
2023-09-05,Gold Loan,"1,493",UPI,False
2023-08-01,Unknown Merchant,"3,812",ATM,False
2023-06-04,PhonePe,"1,042",ATM,False
2024-11-05,Utility - Water,"4,047",Online,False
2023-12-21,Unknown Merchant,"2,045",UPI,False
2023-03-17,Swiggy,"2,732",Transfer,False
2023-05-17,BookShop,"1,560",ATM,False
2024-12-11,IRCTC,"36,518",Transfer,False
2024-07-11,SBI ATM,607,UPI,False
2023-03-13,Subscription - Spotify,"2,400",Contactless,False
2024-03-29,Jewellery House,"49,471",POS,False
2023-06-28,Jewellery House,"2,803",UPI,False
2024-08-22,Corner Grocery,"2,078",Transfer,False
2024-03-09,Utility - Electricity,"1,735",POS,False
2024-07-05,Suspicious Store,"294,728",POS,True
2024-09-12,Corner Grocery,"4,688",Transfer,False
2024-10-27,Designer Boutique,"1,242",Contactless,False
2024-09-22,Pharmacy Plus,"29,205",UPI,False
2024-12-19,Local Electronics Store,"26,757",Transfer,True
2023-04-14,Hotel Taj,"4,040",Online,False
2023-06-02,Subscription - Spotify,"16,090",Transfer,False
2024-08-29,PhonePe,"3,508",UPI,False
2023-04-28,BookShop,"3,248",Online,False
2024-07-17,Zomato,"24,618",POS,False
2023-11-17,Designer Boutique,"23,364",Contactless,False
2024-12-03,Gold Loan,"35,689",Contactless,False
2024-08-09,Suspicious Store,"4,270",POS,False
2024-08-14,Uber,"3,086",ATM,False
2024-10-31,Flipkart,"4,920",Transfer,True
2023-07-01,Myntra,"4,389",Transfer,False
2024-08-01,Subscription - Netflix,"4,022",POS,False
2024-10-07,Uber,"1,585",POS,False
2024-05-15,Zomato,"42,805",Transfer,True
2024-12-21,Zomato,"1,839",Contactless,False
2024-06-07,Unknown Merchant,974,Transfer,False
2023-04-29,Amazon India,"1,036",Contactless,False
2024-08-23,Subscription - Netflix,"40,395",ATM,False
2023-11-04,Jewellery House,"4,115",POS,False
2024-09-21,Luxury Outlet,"43,008",POS,True
2024-02-19,Corner Grocery,"4,748",Transfer,False
2023-03-20,SBI ATM,"3,561",Contactless,False
2024-08-13,Amazon India,"3,834",POS,False
2023-05-07,Paytm Mall,"2,649",UPI,False
2023-05-21,Luxury Outlet,"3,742",Contactless,False
2023-05-25,Corner Grocery,"4,425",Contactless,False
2024-05-18,Subscription - Netflix,"3,797",Transfer,False
2023-06-19,Ola Cabs,"17,874",POS,False
2024-02-28,Paytm Mall,287,Online,False
2023-07-25,Subscription - Spotify,304,Contactless,False
2024-02-27,Swiggy,"3,475",POS,False
2024-06-01,Hotel Taj,"14,122",Contactless,False
2023-10-30,Cinemaplex,"4,301",POS,False
2024-04-07,Axis Bank ATM,"1,745",Contactless,False
2024-11-10,BigBasket,517,POS,False
2024-08-19,Axis Bank ATM,"20,192",POS,False
2023-03-04,Zomato,"1,534",UPI,False
2024-10-15,BookShop,980,Contactless,False
2023-12-03,Axis Bank ATM,"1,328",Transfer,False
2023-10-06,Local Electronics Store,"1,983",Online,False
2024-08-29,BookShop,"2,276",ATM,False
2024-01-28,Recharge Portal,"1,225",UPI,False
2024-11-19,Zomato,"3,510",Contactless,False
2024-10-22,BigBasket,"3,817",POS,False
2023-03-03,Subscription - Spotify,"2,598",Contactless,False
2023-04-29,Subscription - Spotify,"4,034",Online,False
2023-03-29,Myntra,"1,990",Contactless,False
2024-07-10,Subscription - Spotify,"4,204",POS,False
2023-12-27,Local Electronics Store,131,ATM,False
2024-05-21,Myntra,"2,784",POS,False
2023-06-02,Flipkart,773,Transfer,False
2024-06-11,Suspicious Store,"230,647",POS,True
2024-02-13,Paytm Mall,222,UPI,False
2024-04-11,BookShop,"23,249",POS,False
2024-05-05,BookShop,"2,311",ATM,False
2023-04-27,SBI ATM,"2,734",Contactless,False
2024-06-22,Hotel Taj,"25,733",Online,False
2024-11-15,Local POS Stall,"2,970",POS,False
2023-06-09,Designer Boutique,"280,539",Online,False
2023-10-26,Subscription - Netflix,"202,759",Online,False
2024-08-29,Myntra,"6,934",POS,False
2023-03-06,Corner Grocery,103,ATM,False
2024-02-01,IRCTC,"2,950",POS,False
2023-12-24,SBI ATM,"48,317",POS,False
2024-12-31,Zomato,"3,418",UPI,False
2023-11-04,IRCTC,"32,029",Contactless,False
2024-01-15,Amazon India,340,Contactless,False
2023-03-25,Amazon India,"3,329",ATM,False
2024-04-21,Subscription - Netflix,"4,503",Contactless,False
2024-01-30,Unknown Merchant,"3,389",Online,False
2023-08-13,Hotel Taj,"3,583",UPI,True
2024-06-20,Subscription - Spotify,"1,574",Transfer,False
2023-09-12,Suspicious Store,"37,680",Online,False
2024-09-23,Flipkart,523,Online,False
2024-03-16,Corner Grocery,"217,363",Contactless,False
2024-11-26,IRCTC,"1,209",Online,False
2024-06-02,Flipkart,"4,211",UPI,False
2023-05-16,Flipkart,"2,901",Online,False
2023-05-24,Local Electronics Store,"1,019",Online,False
2024-10-17,Designer Boutique,"1,629",Contactless,False
2024-11-05,Subscription - Netflix,518,ATM,False
2023-06-02,Amazon India,"102,953",Online,False
2023-11-17,Uber,"3,803",POS,True
2024-01-02,Uber,"3,069",UPI,False
2023-06-21,Paytm Mall,768,Transfer,False
2023-10-10,SBI ATM,"3,226",Contactless,False
2023-05-24,Jewellery House,"1,103",Contactless,False
2023-09-19,BigBasket,"1,804",ATM,False
2023-03-28,Utility - Water,"27,227",Transfer,False
2023-11-14,Hotel Taj,"3,437",Contactless,False
2024-05-31,Unknown Merchant,"1,092",Contactless,False
2023-03-09,Gold Loan,"4,406",Online,False
2024-03-26,Local Electronics Store,583,POS,False
2024-09-02,Jewellery House,"44,613",ATM,True
2024-04-15,Amazon India,"4,961",Online,False
2023-05-01,Myntra,"48,556",Online,False
2024-02-28,Myntra,"2,746",POS,False
2024-04-07,Gold Loan,"42,100",POS,False
2023-02-15,Luxury Outlet,808,Transfer,False
2023-10-19,Gold Loan,"23,565",Contactless,False
2024-05-24,Jewellery House,121,ATM,False
2023-07-24,Local POS Stall,"4,049",POS,False
2024-06-20,Paytm Mall,"6,525",Contactless,False
2024-02-12,IRCTC,454,Online,False
2023-02-07,Axis Bank ATM,"2,550",Contactless,False
2024-10-28,BookShop,190,Transfer,False
2023-08-30,Designer Boutique,"1,220",Contactless,False
2024-07-31,Pharmacy Plus,"3,745",Online,False
2024-07-02,Luxury Outlet,"4,306",UPI,False
2023-02-01,Recharge Portal,"26,909",ATM,False
2023-05-16,Axis Bank ATM,"19,437",Transfer,False
2024-07-15,Luxury Outlet,"4,000",ATM,False
2023-02-11,Designer Boutique,"27,608",ATM,False
2023-04-09,Subscription - Netflix,"1,882",Transfer,False
2023-03-22,Uber,"60,502",Online,False
2023-09-24,Suspicious Store,"3,041",Transfer,False
2023-08-13,Utility - Water,386,Online,False
2023-03-14,Local POS Stall,"20,417",ATM,False
2023-05-01,Recharge Portal,"14,661",ATM,False
2023-07-13,Local Electronics Store,"4,172",Online,False
2024-02-07,Ola Cabs,"9,059",Transfer,False
2024-10-04,Uber,"2,149",ATM,False
2024-09-01,Myntra,"1,921",Contactless,False
2023-05-28,Luxury Outlet,80,Contactless,False
2024-09-12,IRCTC,"19,579",Transfer,False
2023-02-13,Suspicious Store,"2,981",ATM,False
2023-12-04,Zomato,"4,382",ATM,False
2024-01-03,BigBasket,"5,311",Online,True
2024-07-01,Local Electronics Store,"2,451",Transfer,True
2023-12-30,IRCTC,528,Online,False
2023-08-19,IRCTC,"9,438",UPI,False
2024-11-28,Flipkart,"4,363",Contactless,False
2024-02-12,Suspicious Store,"42,999",Transfer,False
2024-06-27,BigBasket,"35,309",UPI,False
2023-05-21,Subscription - Netflix,"60,993",Contactless,False
2023-06-21,Flipkart,760,Online,False
2023-04-11,Paytm Mall,"4,932",Transfer,False
2024-10-25,Axis Bank ATM,"2,536",Contactless,False
2024-08-10,Ola Cabs,"1,157",POS,False
2023-06-02,Local Electronics Store,"1,808",ATM,False
2024-09-09,BigBasket,"16,733",Contactless,False
2024-08-09,Utility - Water,"2,400",ATM,False
2023-09-29,Gold Loan,"28,333",UPI,False
2023-07-05,Jewellery House,"3,425",ATM,False
2023-12-06,Designer Boutique,"1,155",POS,False
2024-07-11,Designer Boutique,626,Contactless,False
2023-06-11,Designer Boutique,"1,557",POS,False
2024-11-04,Flipkart,"2,563",Contactless,False
2023-04-27,Corner Grocery,"14,756",POS,False
2023-08-28,SBI ATM,"10,021",UPI,False
2023-07-11,Ola Cabs,"4,613",Contactless,False
2023-05-01,Subscription - Spotify,601,Online,False
2024-01-03,Local Electronics Store,"4,335",POS,False
2023-09-20,PhonePe,349,ATM,False
2024-11-25,Ola Cabs,"1,687",Transfer,False
2023-03-31,Axis Bank ATM,592,Online,False
2024-04-23,IRCTC,"3,823",POS,False
2023-10-30,BookShop,"2,441",Contactless,False
2023-11-18,Corner Grocery,"4,937",UPI,False
2024-02-15,Gold Loan,759,POS,False
2023-05-17,Local POS Stall,"2,869",POS,False
2023-12-07,Utility - Electricity,"4,821",Contactless,False
2023-06-11,Local Electronics Store,"4,817",ATM,False
2023-01-08,Cinemaplex,"1,085",UPI,False
2024-03-09,Luxury Outlet,"1,494",Online,False
2024-05-02,Suspicious Store,"138,254",POS,True
2024-07-11,Axis Bank ATM,833,Online,False
2023-10-31,Unknown Merchant,824,POS,False
2023-09-11,Suspicious Store,671,Contactless,False
2024-09-21,Ola Cabs,"3,918",ATM,False
2023-09-01,Pharmacy Plus,"3,532",Contactless,False
2024-01-08,Suspicious Store,"3,255",ATM,False
2024-03-09,Local POS Stall,773,UPI,False
2024-07-31,Utility - Electricity,"1,073",POS,False
2023-05-26,Flipkart,"1,750",Online,False
2023-01-22,Utility - Water,"4,014",Online,False
2023-08-05,SBI ATM,"26,581",Contactless,False
2023-02-08,Swiggy,"2,919",POS,False
2023-10-10,Ola Cabs,"3,607",Online,False
2024-04-12,Local POS Stall,"2,919",ATM,False
2023-07-15,Subscription - Netflix,"4,277",Transfer,False
2024-12-22,Cinemaplex,"44,609",POS,False
2023-02-10,PhonePe,"135,082",POS,False
2023-09-29,Luxury Outlet,"212,079",ATM,False
2023-09-02,Amazon India,"30,067",POS,False
2023-10-09,Ola Cabs,"3,864",Contactless,False
2024-01-03,Zomato,"1,383",Transfer,False
2024-11-16,Axis Bank ATM,"4,640",Contactless,False
2023-08-17,SBI ATM,"4,047",ATM,False
2023-04-16,BookShop,"1,712",POS,False
2023-02-23,Jewellery House,"4,398",Transfer,False
2023-04-18,Local Electronics Store,"3,821",Contactless,False
2024-11-16,Hotel Taj,259,POS,False
2023-10-13,IRCTC,"3,969",UPI,False
2024-07-10,PhonePe,"1,089",Online,False
2023-11-04,Subscription - Netflix,"3,887",Online,False
2023-04-13,Paytm Mall,"44,846",ATM,False
2023-10-20,Ola Cabs,"1,974",UPI,False
2023-10-27,Utility - Water,"1,171",POS,False
2024-12-22,Unknown Merchant,"1,421",UPI,False
2024-01-24,Corner Grocery,"246,986",ATM,False
2024-12-11,PhonePe,"4,606",Contactless,False
2024-11-08,Designer Boutique,"3,006",POS,False
2024-10-19,Swiggy,874,ATM,False
2024-01-12,Luxury Outlet,"28,077",UPI,False
2024-11-14,BookShop,"43,223",Contactless,False
2024-11-25,BookShop,"3,392",ATM,True
2023-12-23,Designer Boutique,"2,096",Transfer,False
2024-09-22,Local POS Stall,"3,469",POS,False
2024-11-07,BookShop,"4,766",Contactless,False
2023-02-21,Jewellery House,"1,799",POS,False
2023-01-29,Luxury Outlet,"4,331",Contactless,False
2024-08-01,Paytm Mall,"3,380",Transfer,False
2024-08-16,Gold Loan,"11,952",Online,False
2024-07-14,SBI ATM,"19,796",Transfer,False
2023-07-30,Ola Cabs,"94,917",POS,False
2024-11-20,Suspicious Store,"3,144",Transfer,False
2023-05-20,Paytm Mall,"12,450",Transfer,False
2024-06-17,Local POS Stall,"3,267",ATM,False
2024-08-23,Amazon India,"47,309",ATM,False
2023-03-10,Uber,803,Transfer,False
2023-08-28,Paytm Mall,"3,313",Online,False
2024-03-29,Axis Bank ATM,"4,722",Transfer,False
2024-12-25,Flipkart,"4,291",ATM,False
2023-10-24,SBI ATM,"2,660",POS,False
2024-09-15,Axis Bank ATM,246,Transfer,False
2023-07-04,Unknown Merchant,"1,056",ATM,False
2024-11-23,Designer Boutique,"32,529",Contactless,False
2024-08-20,Zomato,"4,445",Contactless,False
2023-10-09,Luxury Outlet,557,POS,False
2023-11-23,Utility - Water,"4,599",ATM,False
2023-11-25,Uber,740,UPI,False
2024-05-12,Axis Bank ATM,"22,655",POS,False
2023-03-06,IRCTC,"2,075",Contactless,False
2024-10-14,Axis Bank ATM,"2,734",ATM,False
2023-02-20,Corner Grocery,"1,656",POS,False
2024-06-06,SBI ATM,"3,743",POS,False
2024-02-29,Local Electronics Store,"3,559",ATM,False
2024-01-20,Local Electronics Store,"3,977",Online,False
2024-05-17,SBI ATM,"4,604",POS,False
2024-03-29,Subscription - Spotify,"3,171",POS,False
2023-11-20,Cinemaplex,"2,177",Transfer,False
2024-04-17,PhonePe,"3,846",POS,False
2024-11-07,Suspicious Store,"39,281",Transfer,False
2023-09-13,Amazon India,"2,041",Online,True
2024-11-17,Jewellery House,446,Contactless,False
2023-10-28,Utility - Water,"2,828",Online,False
2023-09-23,Myntra,478,POS,False
2023-01-03,IRCTC,"4,411",Contactless,False
2024-04-18,Subscription - Spotify,732,ATM,False
2024-03-10,Ola Cabs,"3,001",POS,False
2023-09-04,Utility - Electricity,"22,649",UPI,False
2023-02-19,IRCTC,"26,602",Online,False
2023-08-13,Swiggy,"2,223",Transfer,False
2024-03-13,Zomato,"4,844",Transfer,False
2023-11-28,PhonePe,"29,192",Contactless,False
2024-07-18,Gold Loan,"274,133",ATM,False
2023-05-12,Axis Bank ATM,"1,940",ATM,False
2023-06-22,Myntra,"1,739",Transfer,False
2023-06-06,BookShop,"4,817",Contactless,False
2024-05-29,Unknown Merchant,"4,250",Transfer,False
2023-02-25,Recharge Portal,"35,239",Online,False
2024-08-24,Recharge Portal,"250,055",UPI,False
2024-09-03,Uber,"2,545",Contactless,False
2024-07-05,Suspicious Store,"2,095",UPI,False
2023-06-03,Hotel Taj,"1,728",POS,False
2023-11-03,Subscription - Spotify,"1,076",Online,False
2023-09-04,Gold Loan,"2,952",UPI,False
2024-01-18,Jewellery House,"2,979",Transfer,False
2024-03-01,Myntra,218,Contactless,False
2023-02-27,Recharge Portal,"3,876",ATM,False
2024-02-29,Subscription - Netflix,"3,543",ATM,False
2024-07-07,Amazon India,"3,885",ATM,False
2023-12-16,Designer Boutique,"4,004",Contactless,False
2023-11-23,Paytm Mall,"2,588",ATM,False
2023-10-13,Jewellery House,"4,373",POS,False
2024-01-06,Suspicious Store,"4,153",ATM,False
2024-12-21,BookShop,"3,944",Contactless,True
2023-04-13,Axis Bank ATM,"4,309",Transfer,False
2024-03-06,Utility - Water,"2,281",Contactless,False
2024-09-12,Uber,362,Online,False
2023-06-07,Recharge Portal,"1,148",Transfer,False
2024-06-09,Hotel Taj,"2,173",UPI,False
2024-02-05,Swiggy,"4,356",Contactless,False
2023-10-04,Subscription - Spotify,"4,814",Transfer,False
2024-06-07,IRCTC,"3,869",POS,False
2023-08-19,Utility - Water,"34,590",Transfer,False
2024-10-15,Luxury Outlet,"2,130",Contactless,False
2023-06-27,Hotel Taj,"3,306",Online,False
2024-11-13,Cinemaplex,"234,540",Contactless,False
2023-10-01,Subscription - Spotify,"47,280",UPI,False
2024-09-21,BookShop,"3,295",POS,False
2024-03-04,Zomato,"13,059",ATM,False
2023-06-13,Subscription - Spotify,"32,801",ATM,False
2024-10-27,Local Electronics Store,"17,689",Transfer,False
2024-04-01,Jewellery House,"231,663",UPI,False
2023-11-21,Uber,"49,168",ATM,False
2023-10-26,Swiggy,"7,616",UPI,False
2023-12-06,Paytm Mall,665,Contactless,False
2023-04-09,Amazon India,"1,980",Online,False
2023-06-29,Myntra,"1,700",Online,False
2023-01-17,Pharmacy Plus,"2,292",POS,False
2023-09-29,Pharmacy Plus,"1,573",UPI,False
2024-07-03,Subscription - Netflix,"3,669",Transfer,False
2023-12-01,IRCTC,"200,609",Online,False
2023-06-13,SBI ATM,"43,833",ATM,False
2023-04-16,BigBasket,555,POS,True
2024-08-17,Cinemaplex,"34,301",Transfer,False
2024-11-30,Gold Loan,822,UPI,False
2023-04-27,Flipkart,"4,212",Online,False
2023-07-31,Unknown Merchant,"1,706",Transfer,False
2023-11-02,Gold Loan,"2,069",Contactless,False
2024-11-03,Ola Cabs,"272,460",UPI,False
2023-01-07,Jewellery House,"6,979",UPI,False
2024-10-31,Suspicious Store,"4,449",ATM,False
2023-08-23,Local Electronics Store,"4,690",Online,False
2023-09-16,PhonePe,"21,735",Transfer,False
2024-04-28,SBI ATM,"3,991",Transfer,False
2023-01-27,Local POS Stall,"4,395",ATM,False
2023-04-17,Suspicious Store,"4,838",ATM,False
2024-11-24,Swiggy,"60,290",Transfer,False
2023-02-03,Hotel Taj,"3,557",POS,False
2023-07-31,PhonePe,"211,539",Transfer,False
2024-08-13,Suspicious Store,989,ATM,False
2023-02-22,BigBasket,"4,756",Online,False
2024-02-03,Hotel Taj,849,Contactless,False
2023-07-24,Recharge Portal,"2,482",Online,False
2024-03-25,Local Electronics Store,"3,928",Transfer,False
2023-05-19,Local Electronics Store,"23,363",Transfer,False
2024-08-20,Gold Loan,985,POS,False
2024-02-01,Pharmacy Plus,"3,401",ATM,False
2023-05-26,Ola Cabs,"35,063",ATM,False
2024-11-11,Jewellery House,598,Contactless,False
2024-10-23,Pharmacy Plus,"1,170",UPI,False
2024-07-07,Recharge Portal,"23,179",Contactless,False
2023-02-16,Utility - Water,"1,134",Contactless,False
2024-04-01,Designer Boutique,"4,669",UPI,False
2024-03-09,Paytm Mall,"2,519",ATM,False
2024-09-11,BookShop,"1,493",Contactless,False
2024-07-10,Luxury Outlet,"4,207",UPI,False
2024-12-27,SBI ATM,"4,654",ATM,False
2023-05-27,Subscription - Spotify,"21,198",Online,False
2023-11-16,PhonePe,"2,103",Contactless,False
2023-08-19,Utility - Water,"1,016",UPI,False
2024-04-21,Gold Loan,"2,155",Online,True
2024-06-30,Uber,198,ATM,False
2023-12-13,Swiggy,"7,649",UPI,False
2024-12-21,BookShop,"185,707",Transfer,False
2023-12-21,SBI ATM,"4,403",UPI,False
2024-06-20,Flipkart,"3,338",Online,False
2024-09-07,Subscription - Spotify,"47,730",POS,False
2024-03-06,Swiggy,"42,061",Transfer,False
2023-10-09,Utility - Electricity,"4,988",Online,False
2024-07-12,Local POS Stall,"3,323",ATM,False
2024-10-18,Utility - Electricity,"4,422",Contactless,False
2024-10-24,Gold Loan,"14,711",Online,False
2023-04-07,Uber,373,ATM,False
2023-10-15,Pharmacy Plus,505,ATM,False
2024-06-03,Subscription - Netflix,"33,372",Transfer,False
2024-06-30,Subscription - Netflix,"2,029",Transfer,False
2024-05-05,Ola Cabs,"2,794",Transfer,False
2023-05-04,Utility - Water,"2,027",Contactless,False
2024-02-27,Ola Cabs,"3,168",UPI,False
2023-03-14,Local Electronics Store,"2,402",Transfer,False
2023-11-26,IRCTC,"39,279",ATM,False
2024-12-18,Uber,"3,341",Contactless,False
2024-11-13,Utility - Water,"2,932",Transfer,False
2023-06-18,Subscription - Netflix,"4,030",Contactless,False
2024-12-08,Corner Grocery,"1,653",UPI,False
2023-12-25,Cinemaplex,"2,603",ATM,True
2023-10-01,Luxury Outlet,"3,204",Online,False
2024-02-22,Utility - Water,"4,738",POS,False
2023-08-25,Axis Bank ATM,"1,685",Contactless,False
2023-09-29,Designer Boutique,"4,827",UPI,False
2024-03-05,Gold Loan,"1,063",ATM,False
2023-03-12,Gold Loan,"2,020",Online,False
2024-01-10,Myntra,777,Online,False
2023-06-13,Jewellery House,"1,880",UPI,False
2024-12-21,Subscription - Spotify,398,Online,False
2024-10-24,Swiggy,194,POS,False
2024-07-14,PhonePe,"4,492",Transfer,False
2024-07-04,Recharge Portal,"4,049",Online,False
2024-02-26,Pharmacy Plus,"2,674",UPI,False
2023-06-26,Paytm Mall,"25,667",POS,False
2024-05-09,Hotel Taj,"65,799",Transfer,False
2023-05-27,Recharge Portal,"13,698",POS,False
2023-06-21,Subscription - Netflix,"2,949",Contactless,False
2024-01-27,Recharge Portal,"7,204",UPI,False
2023-08-22,Designer Boutique,"24,262",Contactless,False
2024-10-28,Amazon India,"4,358",Transfer,False
2024-11-29,Suspicious Store,"3,965",Contactless,False
2024-07-26,Pharmacy Plus,105,ATM,False
2023-12-27,BookShop,460,Online,False
2023-03-25,BookShop,"4,002",Online,False
2023-07-23,Axis Bank ATM,"16,754",ATM,False
2023-12-14,IRCTC,"3,054",ATM,False
2023-02-18,PhonePe,"252,721",ATM,False
2023-02-22,Ola Cabs,460,Transfer,False
2023-09-07,Axis Bank ATM,"92,294",Online,True
2023-07-17,Uber,"39,850",Contactless,False
2023-04-28,Unknown Merchant,"1,121",Online,False
2024-09-24,Designer Boutique,"1,947",Online,False
2023-02-09,Unknown Merchant,"1,799",ATM,False
2024-01-31,Recharge Portal,"2,377",POS,False
2023-06-03,PhonePe,"3,087",Online,False
2023-08-20,Pharmacy Plus,"4,911",UPI,True
2023-05-31,Recharge Portal,"4,709",ATM,False
2023-11-06,Local POS Stall,"4,672",ATM,False
2023-10-11,Suspicious Store,"18,245",Contactless,False
2024-07-27,Ola Cabs,"3,213",Transfer,False
2023-06-14,IRCTC,"3,545",UPI,False
2024-01-12,Utility - Water,383,UPI,False
2024-11-24,Jewellery House,916,ATM,False
2023-04-01,Recharge Portal,"2,157",ATM,False
2023-10-23,Unknown Merchant,"8,509",POS,False
2024-08-02,Luxury Outlet,"2,929",UPI,False
2023-10-03,Corner Grocery,"26,048",ATM,False
2023-03-27,Zomato,527,ATM,False
2023-02-08,Pharmacy Plus,"29,528",Transfer,False
2023-03-08,Corner Grocery,"1,529",Contactless,False
2023-10-02,Zomato,"8,377",ATM,False
2023-06-04,Swiggy,"3,811",UPI,False
2023-06-20,Gold Loan,25,Transfer,False
2023-03-19,Local POS Stall,548,ATM,False
2023-06-12,Pharmacy Plus,"2,975",ATM,False
2024-07-05,Swiggy,"4,766",POS,False
2024-08-16,Hotel Taj,"40,083",Online,False
2023-06-24,PhonePe,926,Online,False
2024-03-22,Myntra,"3,234",Transfer,False
2023-12-02,IRCTC,"3,243",ATM,True
2023-04-29,BigBasket,"4,402",ATM,False
2024-06-02,Amazon India,282,POS,False
2023-12-25,Local Electronics Store,"4,552",ATM,False
2023-05-24,Uber,"2,493",ATM,False
2024-07-30,Corner Grocery,"3,575",UPI,False
2023-08-09,Paytm Mall,"1,277",UPI,False
2024-10-02,Myntra,"4,746",Transfer,False
2023-12-14,BookShop,"211,728",UPI,False
2024-10-08,Pharmacy Plus,"2,688",Transfer,False
2023-08-30,Zomato,"1,045",Transfer,False
2024-12-02,Uber,"2,490",POS,False
2023-01-16,Ola Cabs,328,ATM,False
2024-02-13,Luxury Outlet,250,POS,False
2023-09-16,Pharmacy Plus,546,POS,False
2023-04-22,Recharge Portal,426,POS,False
2024-05-10,Subscription - Spotify,722,UPI,False
2024-06-19,PhonePe,601,ATM,False
2023-02-24,Axis Bank ATM,"157,557",UPI,False
2024-04-26,Suspicious Store,"25,808",POS,False
2024-05-10,Designer Boutique,610,Contactless,False
2024-02-23,BigBasket,"1,706",ATM,False
2023-10-30,Cinemaplex,"1,870",Transfer,False
2023-02-05,Uber,"1,959",ATM,False
2024-11-17,Suspicious Store,"12,602",Online,False
2023-03-02,Utility - Electricity,"13,278",UPI,False
2024-08-08,BigBasket,"19,456",POS,False
2023-10-02,Jewellery House,235,UPI,False
2023-12-12,Subscription - Spotify,"3,290",ATM,False
2023-11-07,Subscription - Netflix,"3,149",POS,False
2024-09-15,Subscription - Spotify,"1,166",Contactless,False
2023-08-26,Utility - Electricity,"18,073",Online,False
2024-01-26,Amazon India,620,ATM,False
2023-10-24,Zomato,"2,501",UPI,False
2023-03-03,Uber,"4,397",Transfer,False
2024-04-17,Corner Grocery,"2,819",Transfer,False
2023-02-10,Paytm Mall,"4,968",Contactless,False
2023-07-15,Pharmacy Plus,"1,231",UPI,False
2024-05-06,Unknown Merchant,"22,042",UPI,False
2024-08-28,Designer Boutique,"44,116",Online,False
2023-04-17,Paytm Mall,845,Online,False
2024-03-30,Paytm Mall,"4,968",Contactless,False
2024-11-28,Flipkart,"251,078",POS,False
2024-08-21,Flipkart,"3,523",Online,False
2024-10-12,Subscription - Netflix,"1,865",Online,False
2023-03-16,Gold Loan,"1,485",Contactless,False
2024-07-08,Utility - Water,"2,489",Online,False
2023-12-05,IRCTC,"38,607",Online,True
2024-05-09,Jewellery House,"4,962",POS,False
